meter_number,value,timestamp
M131,54405582586,4/6/2023 9:44:59 AM
M132,49834067313,4/6/2023 9:44:59 AM
M133,44281626339,4/6/2023 9:44:59 AM
M134,41521892815,4/6/2023 9:44:59 AM
M135,47790266191,4/6/2023 9:44:59 AM
M136,56157775827,4/6/2023 9:44:59 AM
M137,44468538179,4/6/2023 9:44:59 AM
M138,45452709454,4/6/2023 9:44:59 AM
M139,50247798751,4/6/2023 9:44:59 AM
M140,53258184283,4/6/2023 9:44:59 AM
M141,48382791256,4/6/2023 9:44:59 AM
M142,46858042957,4/6/2023 9:44:59 AM
M143,42918479775,4/6/2023 9:44:59 AM
M144,51775371997,4/6/2023 9:44:59 AM
M145,48078274018,4/6/2023 9:44:59 AM
M146,43746299843,4/6/2023 9:44:59 AM
M147,49356155178,4/6/2023 9:44:59 AM
M148,50170636024,4/6/2023 9:44:59 AM
M149,40356075431,4/6/2023 9:44:59 AM
M150,54497476061,4/6/2023 9:44:59 AM
M1,50730153382,4/6/2023 9:59:59 AM
M2,46855726809,4/6/2023 9:59:59 AM
M3,52353776334,4/6/2023 9:59:59 AM
M4,51530071809,4/6/2023 9:59:59 AM
M5,50951610714,4/6/2023 9:59:59 AM
M6,49797720680,4/6/2023 9:59:59 AM
M7,52307671102,4/6/2023 9:59:59 AM
M8,44340069904,4/6/2023 9:59:59 AM
M9,42716211374,4/6/2023 9:59:59 AM
M10,51959774458,4/6/2023 9:59:59 AM
M11,45104367602,4/6/2023 9:59:59 AM
M12,53993455337,4/6/2023 9:59:59 AM
M13,43910798298,4/6/2023 9:59:59 AM
M14,45847136392,4/6/2023 9:59:59 AM
M15,49193051936,4/6/2023 9:59:59 AM
M16,56062544454,4/6/2023 9:59:59 AM
M17,40702660104,4/6/2023 9:59:59 AM
M18,51513298835,4/6/2023 9:59:59 AM
M19,47913214086,4/6/2023 9:59:59 AM
M20,46061262352,4/6/2023 9:59:59 AM
M21,49870013722,4/6/2023 9:59:59 AM
M22,50385076365,4/6/2023 9:59:59 AM
M23,45724754216,4/6/2023 9:59:59 AM
M24,54009622322,4/6/2023 9:59:59 AM
M25,50346806971,4/6/2023 9:59:59 AM
M26,48780276664,4/6/2023 9:59:59 AM
M27,55604705487,4/6/2023 9:59:59 AM
M28,51178794166,4/6/2023 9:59:59 AM
M29,53261297974,4/6/2023 9:59:59 AM
M30,46781331242,4/6/2023 9:59:59 AM
M31,46989201869,4/6/2023 9:59:59 AM
M32,48566567566,4/6/2023 9:59:59 AM
M33,49944664435,4/6/2023 9:59:59 AM
M34,42297770533,4/6/2023 9:59:59 AM
M35,45799643378,4/6/2023 9:59:59 AM
M36,54161980521,4/6/2023 9:59:59 AM
M37,48071843078,4/6/2023 9:59:59 AM
M38,52892863027,4/6/2023 9:59:59 AM
M39,45795811047,4/6/2023 9:59:59 AM
M40,53755859741,4/6/2023 9:59:59 AM
M41,48391734227,4/6/2023 9:59:59 AM
M42,44978389248,4/6/2023 9:59:59 AM
M43,44139593874,4/6/2023 9:59:59 AM
M44,53179534872,4/6/2023 9:59:59 AM
M45,50507219089,4/6/2023 9:59:59 AM
M46,47834448431,4/6/2023 9:59:59 AM
M47,50369693402,4/6/2023 9:59:59 AM
M48,56339464294,4/6/2023 9:59:59 AM
M49,48641472452,4/6/2023 9:59:59 AM
M50,46590411506,4/6/2023 9:59:59 AM
M51,53701397765,4/6/2023 9:59:59 AM
M52,45139943079,4/6/2023 9:59:59 AM
M53,49923700884,4/6/2023 9:59:59 AM
M54,52711743579,4/6/2023 9:59:59 AM
M55,49790043492,4/6/2023 9:59:59 AM
M56,53779425919,4/6/2023 9:59:59 AM
M57,41803399001,4/6/2023 9:59:59 AM
M58,45943174969,4/6/2023 9:59:59 AM
M59,49528899175,4/6/2023 9:59:59 AM
M60,55129591572,4/6/2023 9:59:59 AM
M61,40508257271,4/6/2023 9:59:59 AM
M62,49620151174,4/6/2023 9:59:59 AM
M63,44126849695,4/6/2023 9:59:59 AM
M64,48794014206,4/6/2023 9:59:59 AM
M65,54759567741,4/6/2023 9:59:59 AM
M66,55568250786,4/6/2023 9:59:59 AM
M67,53369930805,4/6/2023 9:59:59 AM
M68,50419787825,4/6/2023 9:59:59 AM
M69,58713056244,4/6/2023 9:59:59 AM
M70,45221416632,4/6/2023 9:59:59 AM
M71,51076951656,4/6/2023 9:59:59 AM
M72,48148821380,4/6/2023 9:59:59 AM
M73,46414303183,4/6/2023 9:59:59 AM
M74,47518790707,4/6/2023 9:59:59 AM
M75,50761889192,4/6/2023 9:59:59 AM
M76,51186011319,4/6/2023 9:59:59 AM
M77,47326758299,4/6/2023 9:59:59 AM
M78,49583126472,4/6/2023 9:59:59 AM
M79,45387795161,4/6/2023 9:59:59 AM
M80,50204195723,4/6/2023 9:59:59 AM
M81,53245578143,4/6/2023 9:59:59 AM
M82,48645785674,4/6/2023 9:59:59 AM
M83,49446401810,4/6/2023 9:59:59 AM
M84,50699217736,4/6/2023 9:59:59 AM
M85,41918843061,4/6/2023 9:59:59 AM
M86,48214193964,4/6/2023 9:59:59 AM
M87,47208789187,4/6/2023 9:59:59 AM
M88,43934388141,4/6/2023 9:59:59 AM
M89,49976736143,4/6/2023 9:59:59 AM
M90,45716988047,4/6/2023 9:59:59 AM
M91,48544274553,4/6/2023 9:59:59 AM
M92,56276647326,4/6/2023 9:59:59 AM
M93,47503859248,4/6/2023 9:59:59 AM
M94,45890681424,4/6/2023 9:59:59 AM
M95,48649261854,4/6/2023 9:59:59 AM
M96,53423667959,4/6/2023 9:59:59 AM
M97,55463119896,4/6/2023 9:59:59 AM
M98,52326122219,4/6/2023 9:59:59 AM
M99,44702581016,4/6/2023 9:59:59 AM
M100,48866863528,4/6/2023 9:59:59 AM
M101,49643830708,4/6/2023 9:59:59 AM
M102,42281911828,4/6/2023 9:59:59 AM
M103,48406729089,4/6/2023 9:59:59 AM
M104,47304818210,4/6/2023 9:59:59 AM
M105,48550626358,4/6/2023 9:59:59 AM
M106,46826904932,4/6/2023 9:59:59 AM
M107,45393319130,4/6/2023 9:59:59 AM
M108,46232836602,4/6/2023 9:59:59 AM
M109,53031097682,4/6/2023 9:59:59 AM
M110,54787712525,4/6/2023 9:59:59 AM
M111,52273266746,4/6/2023 9:59:59 AM
M112,44051649855,4/6/2023 9:59:59 AM
M113,49017599363,4/6/2023 9:59:59 AM
M114,53784594371,4/6/2023 9:59:59 AM
M115,46883778321,4/6/2023 9:59:59 AM
M116,40236854896,4/6/2023 9:59:59 AM
M117,47812505480,4/6/2023 9:59:59 AM
M118,58976656406,4/6/2023 9:59:59 AM
M119,52008708704,4/6/2023 9:59:59 AM
M120,45839181707,4/6/2023 9:59:59 AM
M121,51247074546,4/6/2023 9:59:59 AM
M122,41361447169,4/6/2023 9:59:59 AM
M123,45148733488,4/6/2023 9:59:59 AM
M124,48248222512,4/6/2023 9:59:59 AM
M125,49507889669,4/6/2023 9:59:59 AM
M126,51754875355,4/6/2023 9:59:59 AM
M127,50325382417,4/6/2023 9:59:59 AM
M128,52725893588,4/6/2023 9:59:59 AM
M129,44592920858,4/6/2023 9:59:59 AM
M130,47127282790,4/6/2023 9:59:59 AM
M131,55216157613,4/6/2023 9:59:59 AM
M132,49934042323,4/6/2023 9:59:59 AM
M133,44552343562,4/6/2023 9:59:59 AM
M134,43311283705,4/6/2023 9:59:59 AM
M135,49815443199,4/6/2023 9:59:59 AM
M136,58119413435,4/6/2023 9:59:59 AM
M137,45016109969,4/6/2023 9:59:59 AM
M138,47233339147,4/6/2023 9:59:59 AM
M139,50945650381,4/6/2023 9:59:59 AM
M140,53605279324,4/6/2023 9:59:59 AM
M141,49574048432,4/6/2023 9:59:59 AM
M142,48118018474,4/6/2023 9:59:59 AM
M143,44929087516,4/6/2023 9:59:59 AM
M144,53273211184,4/6/2023 9:59:59 AM
M145,48267710441,4/6/2023 9:59:59 AM
M146,44804539616,4/6/2023 9:59:59 AM
M147,49827238215,4/6/2023 9:59:59 AM
M148,51347377363,4/6/2023 9:59:59 AM
M149,41135931835,4/6/2023 9:59:59 AM
M150,55479544164,4/6/2023 9:59:59 AM
M1,52827763500,4/6/2023 10:14:59 AM
M2,48589645140,4/6/2023 10:14:59 AM
M3,53266876469,4/6/2023 10:14:59 AM
M4,52767966428,4/6/2023 10:14:59 AM
M5,51435686151,4/6/2023 10:14:59 AM
M6,50801637869,4/6/2023 10:14:59 AM
M7,54107646951,4/6/2023 10:14:59 AM
M8,46153937603,4/6/2023 10:14:59 AM
M9,43110565743,4/6/2023 10:14:59 AM
M10,53604793496,4/6/2023 10:14:59 AM
M11,45393644416,4/6/2023 10:14:59 AM
M12,55581469718,4/6/2023 10:14:59 AM
M13,45475613039,4/6/2023 10:14:59 AM
M14,46603500019,4/6/2023 10:14:59 AM
M15,49331534923,4/6/2023 10:14:59 AM
M16,57169889574,4/6/2023 10:14:59 AM
M17,41291575385,4/6/2023 10:14:59 AM
M18,52849854159,4/6/2023 10:14:59 AM
M19,49392407715,4/6/2023 10:14:59 AM
M20,47672827981,4/6/2023 10:14:59 AM
M21,51794387506,4/6/2023 10:14:59 AM
M22,51797155201,4/6/2023 10:14:59 AM
M23,47523769633,4/6/2023 10:14:59 AM
M24,55791248590,4/6/2023 10:14:59 AM
M25,50498813228,4/6/2023 10:14:59 AM
M26,48928107748,4/6/2023 10:14:59 AM
M27,56113715685,4/6/2023 10:14:59 AM
M28,51676750420,4/6/2023 10:14:59 AM
M29,54665786174,4/6/2023 10:14:59 AM
M30,47268779774,4/6/2023 10:14:59 AM
M31,48520253456,4/6/2023 10:14:59 AM
M32,49031468092,4/6/2023 10:14:59 AM
M33,50493341500,4/6/2023 10:14:59 AM
M34,42805949977,4/6/2023 10:14:59 AM
M35,47054834260,4/6/2023 10:14:59 AM
M36,56188093952,4/6/2023 10:14:59 AM
M37,48778689033,4/6/2023 10:14:59 AM
M38,53814810041,4/6/2023 10:14:59 AM
M39,45934812489,4/6/2023 10:14:59 AM
M40,55643292885,4/6/2023 10:14:59 AM
M41,49910408645,4/6/2023 10:14:59 AM
M42,45107589480,4/6/2023 10:14:59 AM
M43,44250274899,4/6/2023 10:14:59 AM
M44,54983365534,4/6/2023 10:14:59 AM
M45,50658597701,4/6/2023 10:14:59 AM
M46,49177373248,4/6/2023 10:14:59 AM
M47,52373635824,4/6/2023 10:14:59 AM
M48,57541762026,4/6/2023 10:14:59 AM
M49,49190852230,4/6/2023 10:14:59 AM
M50,47983967951,4/6/2023 10:14:59 AM
M51,54050661324,4/6/2023 10:14:59 AM
M52,45202331679,4/6/2023 10:14:59 AM
M53,51023124418,4/6/2023 10:14:59 AM
M54,53851659104,4/6/2023 10:14:59 AM
M55,50021879140,4/6/2023 10:14:59 AM
M56,55158920414,4/6/2023 10:14:59 AM
M57,42320894089,4/6/2023 10:14:59 AM
M58,47536290148,4/6/2023 10:14:59 AM
M59,51272425024,4/6/2023 10:14:59 AM
M60,57011337390,4/6/2023 10:14:59 AM
M61,40892841608,4/6/2023 10:14:59 AM
M62,50061563677,4/6/2023 10:14:59 AM
M63,44476966827,4/6/2023 10:14:59 AM
M64,49656643698,4/6/2023 10:14:59 AM
M65,55305312373,4/6/2023 10:14:59 AM
M66,56575448807,4/6/2023 10:14:59 AM
M67,55046805813,4/6/2023 10:14:59 AM
M68,52466361325,4/6/2023 10:14:59 AM
M69,59391596676,4/6/2023 10:14:59 AM
M70,45266119154,4/6/2023 10:14:59 AM
M71,52633748598,4/6/2023 10:14:59 AM
M72,48935779958,4/6/2023 10:14:59 AM
M73,48483612332,4/6/2023 10:14:59 AM
M74,49432040478,4/6/2023 10:14:59 AM
M75,50944017339,4/6/2023 10:14:59 AM
M76,52937972751,4/6/2023 10:14:59 AM
M77,47891285042,4/6/2023 10:14:59 AM
M78,49942630097,4/6/2023 10:14:59 AM
M79,45968388133,4/6/2023 10:14:59 AM
M80,51911025673,4/6/2023 10:14:59 AM
M81,55019144381,4/6/2023 10:14:59 AM
M82,49640931411,4/6/2023 10:14:59 AM
M83,49984668743,4/6/2023 10:14:59 AM
M84,51591000354,4/6/2023 10:14:59 AM
M85,42708045598,4/6/2023 10:14:59 AM
M86,50357105491,4/6/2023 10:14:59 AM
M87,47214051421,4/6/2023 10:14:59 AM
M88,45994287460,4/6/2023 10:14:59 AM
M89,50646767428,4/6/2023 10:14:59 AM
M90,46400304363,4/6/2023 10:14:59 AM
M91,49746108986,4/6/2023 10:14:59 AM
M92,57621920758,4/6/2023 10:14:59 AM
M93,48898465066,4/6/2023 10:14:59 AM
M94,46826647126,4/6/2023 10:14:59 AM
M95,49831890375,4/6/2023 10:14:59 AM
M96,54653656520,4/6/2023 10:14:59 AM
M97,56798356623,4/6/2023 10:14:59 AM
M98,53695629310,4/6/2023 10:14:59 AM
M99,45664410261,4/6/2023 10:14:59 AM
M100,50501802359,4/6/2023 10:14:59 AM
M101,50024104771,4/6/2023 10:14:59 AM
M102,43979289917,4/6/2023 10:14:59 AM
M103,50311757177,4/6/2023 10:14:59 AM
M104,48403873498,4/6/2023 10:14:59 AM
M105,50072989249,4/6/2023 10:14:59 AM
M106,46848873017,4/6/2023 10:14:59 AM
M107,46495202999,4/6/2023 10:14:59 AM
M108,47421257286,4/6/2023 10:14:59 AM
M109,54767316159,4/6/2023 10:14:59 AM
M110,55604301685,4/6/2023 10:14:59 AM
M111,52860755793,4/6/2023 10:14:59 AM
M112,44613210205,4/6/2023 10:14:59 AM
M113,50978404457,4/6/2023 10:14:59 AM
M114,54124348201,4/6/2023 10:14:59 AM
M115,48177991972,4/6/2023 10:14:59 AM
M116,41896430503,4/6/2023 10:14:59 AM
M117,49422438753,4/6/2023 10:14:59 AM
M118,59392076685,4/6/2023 10:14:59 AM
M119,52343800676,4/6/2023 10:14:59 AM
M120,46820052080,4/6/2023 10:14:59 AM
M121,53346121580,4/6/2023 10:14:59 AM
M122,42788074285,4/6/2023 10:14:59 AM
M123,45718113670,4/6/2023 10:14:59 AM
M124,50316957808,4/6/2023 10:14:59 AM
M125,51331139061,4/6/2023 10:14:59 AM
M126,52443973484,4/6/2023 10:14:59 AM
M127,50743983683,4/6/2023 10:14:59 AM
M128,54486559275,4/6/2023 10:14:59 AM
M129,46718035572,4/6/2023 10:14:59 AM
M130,49205877802,4/6/2023 10:14:59 AM
M131,57270313347,4/6/2023 10:14:59 AM
M132,50159820811,4/6/2023 10:14:59 AM
M133,44790532201,4/6/2023 10:14:59 AM
M134,44973141219,4/6/2023 10:14:59 AM
M135,51051644634,4/6/2023 10:14:59 AM
M136,58473575862,4/6/2023 10:14:59 AM
M137,46339063354,4/6/2023 10:14:59 AM
M138,49099281887,4/6/2023 10:14:59 AM
M139,52130578576,4/6/2023 10:14:59 AM
M140,53772146954,4/6/2023 10:14:59 AM
M141,50419243541,4/6/2023 10:14:59 AM
M142,48984744559,4/6/2023 10:14:59 AM
M143,45398329681,4/6/2023 10:14:59 AM
M144,55216638000,4/6/2023 10:14:59 AM
M145,48528052131,4/6/2023 10:14:59 AM
M146,46418076727,4/6/2023 10:14:59 AM
M147,51939256528,4/6/2023 10:14:59 AM
M148,52623149303,4/6/2023 10:14:59 AM
M149,41919281305,4/6/2023 10:14:59 AM
M150,55713791466,4/6/2023 10:14:59 AM
M1,52886318716,4/6/2023 10:29:59 AM
M2,48608607594,4/6/2023 10:29:59 AM
M3,54090293329,4/6/2023 10:29:59 AM
M4,53309645471,4/6/2023 10:29:59 AM
M5,51895747528,4/6/2023 10:29:59 AM
M6,51143778131,4/6/2023 10:29:59 AM
M7,56119552878,4/6/2023 10:29:59 AM
M8,47330006874,4/6/2023 10:29:59 AM
M9,43878080867,4/6/2023 10:29:59 AM
M10,54938958425,4/6/2023 10:29:59 AM
M11,47334684817,4/6/2023 10:29:59 AM
M12,57120970270,4/6/2023 10:29:59 AM
M13,46410011797,4/6/2023 10:29:59 AM
M14,48238011973,4/6/2023 10:29:59 AM
M15,49878448466,4/6/2023 10:29:59 AM
M16,58548456626,4/6/2023 10:29:59 AM
M17,42206909702,4/6/2023 10:29:59 AM
M18,54376050664,4/6/2023 10:29:59 AM
M19,49852512852,4/6/2023 10:29:59 AM
M20,49494210571,4/6/2023 10:29:59 AM
M21,52716422071,4/6/2023 10:29:59 AM
M22,53345325822,4/6/2023 10:29:59 AM
M23,48967024625,4/6/2023 10:29:59 AM
M24,56228857382,4/6/2023 10:29:59 AM
M25,50595678803,4/6/2023 10:29:59 AM
M26,50318462643,4/6/2023 10:29:59 AM
M27,57390590162,4/6/2023 10:29:59 AM
M28,53774333687,4/6/2023 10:29:59 AM
M29,56178504577,4/6/2023 10:29:59 AM
M30,47357672151,4/6/2023 10:29:59 AM
M31,49761132631,4/6/2023 10:29:59 AM
M32,50152876696,4/6/2023 10:29:59 AM
M33,51488712223,4/6/2023 10:29:59 AM
M34,43954253079,4/6/2023 10:29:59 AM
M35,48421952851,4/6/2023 10:29:59 AM
M36,57642722210,4/6/2023 10:29:59 AM
M37,49606370777,4/6/2023 10:29:59 AM
M38,54517597899,4/6/2023 10:29:59 AM
M39,46864365117,4/6/2023 10:29:59 AM
M40,56107058829,4/6/2023 10:29:59 AM
M41,51354046501,4/6/2023 10:29:59 AM
M42,46337724781,4/6/2023 10:29:59 AM
M43,45391431495,4/6/2023 10:29:59 AM
M44,55510222316,4/6/2023 10:29:59 AM
M45,51193084037,4/6/2023 10:29:59 AM
M46,50566976176,4/6/2023 10:29:59 AM
M47,52504761479,4/6/2023 10:29:59 AM
M48,58100292222,4/6/2023 10:29:59 AM
M49,49414699747,4/6/2023 10:29:59 AM
M50,48108551013,4/6/2023 10:29:59 AM
M51,55520810653,4/6/2023 10:29:59 AM
M52,46509513115,4/6/2023 10:29:59 AM
M53,51230710764,4/6/2023 10:29:59 AM
M54,54948051195,4/6/2023 10:29:59 AM
M55,50521854123,4/6/2023 10:29:59 AM
M56,55386275857,4/6/2023 10:29:59 AM
M57,44297011809,4/6/2023 10:29:59 AM
M58,48969376076,4/6/2023 10:29:59 AM
M59,52421979388,4/6/2023 10:29:59 AM
M60,57281972880,4/6/2023 10:29:59 AM
M61,42769998430,4/6/2023 10:29:59 AM
M62,51305843340,4/6/2023 10:29:59 AM
M63,44496606619,4/6/2023 10:29:59 AM
M64,51372504957,4/6/2023 10:29:59 AM
M65,55469173563,4/6/2023 10:29:59 AM
M66,57420098467,4/6/2023 10:29:59 AM
M67,55435493667,4/6/2023 10:29:59 AM
M68,54225284926,4/6/2023 10:29:59 AM
M69,61459856794,4/6/2023 10:29:59 AM
M70,45853735847,4/6/2023 10:29:59 AM
M71,52810538856,4/6/2023 10:29:59 AM
M72,49423988098,4/6/2023 10:29:59 AM
M73,49347327157,4/6/2023 10:29:59 AM
M74,50796458917,4/6/2023 10:29:59 AM
M75,52728938999,4/6/2023 10:29:59 AM
M76,53109893609,4/6/2023 10:29:59 AM
M77,49077075559,4/6/2023 10:29:59 AM
M78,50952776832,4/6/2023 10:29:59 AM
M79,46065152204,4/6/2023 10:29:59 AM
M80,52596536335,4/6/2023 10:29:59 AM
M81,56840470550,4/6/2023 10:29:59 AM
M82,49732446391,4/6/2023 10:29:59 AM
M83,51312756822,4/6/2023 10:29:59 AM
M84,51905797447,4/6/2023 10:29:59 AM
M85,43250527901,4/6/2023 10:29:59 AM
M86,50723323888,4/6/2023 10:29:59 AM
M87,48489447261,4/6/2023 10:29:59 AM
M88,47089150277,4/6/2023 10:29:59 AM
M89,50905771617,4/6/2023 10:29:59 AM
M90,46615597114,4/6/2023 10:29:59 AM
M91,49858596706,4/6/2023 10:29:59 AM
M92,59426322504,4/6/2023 10:29:59 AM
M93,50374368352,4/6/2023 10:29:59 AM
M94,46859601359,4/6/2023 10:29:59 AM
M95,50281962621,4/6/2023 10:29:59 AM
M96,54865238705,4/6/2023 10:29:59 AM
M97,56951528716,4/6/2023 10:29:59 AM
M98,54564548429,4/6/2023 10:29:59 AM
M99,47787735610,4/6/2023 10:29:59 AM
M100,51467240333,4/6/2023 10:29:59 AM
M101,51269733115,4/6/2023 10:29:59 AM
M102,44455578138,4/6/2023 10:29:59 AM
M103,51989277352,4/6/2023 10:29:59 AM
M104,48482763818,4/6/2023 10:29:59 AM
M105,50169141684,4/6/2023 10:29:59 AM
M106,48636692455,4/6/2023 10:29:59 AM
M107,48179709180,4/6/2023 10:29:59 AM
M108,49359211404,4/6/2023 10:29:59 AM
M109,56455476179,4/6/2023 10:29:59 AM
M110,57053777275,4/6/2023 10:29:59 AM
M111,52910970502,4/6/2023 10:29:59 AM
M112,46639437296,4/6/2023 10:29:59 AM
M113,52682872567,4/6/2023 10:29:59 AM
M114,54276205928,4/6/2023 10:29:59 AM
M115,49628466573,4/6/2023 10:29:59 AM
M116,43470860546,4/6/2023 10:29:59 AM
M117,50705803432,4/6/2023 10:29:59 AM
M118,60483701007,4/6/2023 10:29:59 AM
M119,53776170655,4/6/2023 10:29:59 AM
M120,48602418407,4/6/2023 10:29:59 AM
M121,53754719321,4/6/2023 10:29:59 AM
M122,44230002864,4/6/2023 10:29:59 AM
M123,46774887823,4/6/2023 10:29:59 AM
M124,51575294556,4/6/2023 10:29:59 AM
M125,52325544730,4/6/2023 10:29:59 AM
M126,54011635979,4/6/2023 10:29:59 AM
M127,52013227976,4/6/2023 10:29:59 AM
M128,54998141400,4/6/2023 10:29:59 AM
M129,46862155352,4/6/2023 10:29:59 AM
M130,49410337216,4/6/2023 10:29:59 AM
M131,58335645245,4/6/2023 10:29:59 AM
M132,51133745936,4/6/2023 10:29:59 AM
M133,45930645754,4/6/2023 10:29:59 AM
M134,45377978739,4/6/2023 10:29:59 AM
M135,52607593704,4/6/2023 10:29:59 AM
M136,60023525061,4/6/2023 10:29:59 AM
M137,48136674767,4/6/2023 10:29:59 AM
M138,49383950277,4/6/2023 10:29:59 AM
M139,54069730493,4/6/2023 10:29:59 AM
M140,55540034454,4/6/2023 10:29:59 AM
M141,50979560685,4/6/2023 10:29:59 AM
M142,50994817849,4/6/2023 10:29:59 AM
M143,45451815343,4/6/2023 10:29:59 AM
M144,56207982666,4/6/2023 10:29:59 AM
M145,50588855806,4/6/2023 10:29:59 AM
M146,46710256716,4/6/2023 10:29:59 AM
M147,53430200076,4/6/2023 10:29:59 AM
M148,53031834223,4/6/2023 10:29:59 AM
M149,42789559767,4/6/2023 10:29:59 AM
M150,56997682534,4/6/2023 10:29:59 AM
M1,53363320910,4/6/2023 10:44:59 AM
M2,50328633999,4/6/2023 10:44:59 AM
M3,54159484554,4/6/2023 10:44:59 AM
M4,54219196890,4/6/2023 10:44:59 AM
M5,53949561660,4/6/2023 10:44:59 AM
M6,51317113520,4/6/2023 10:44:59 AM
M7,57763036672,4/6/2023 10:44:59 AM
M8,48186016273,4/6/2023 10:44:59 AM
M9,45195982095,4/6/2023 10:44:59 AM
M10,56958132257,4/6/2023 10:44:59 AM
M11,48351723285,4/6/2023 10:44:59 AM
M12,57454242044,4/6/2023 10:44:59 AM
M13,46814430162,4/6/2023 10:44:59 AM
M14,48335947293,4/6/2023 10:44:59 AM
M15,51396159960,4/6/2023 10:44:59 AM
M16,60419381365,4/6/2023 10:44:59 AM
M17,44068614074,4/6/2023 10:44:59 AM
M18,54770928682,4/6/2023 10:44:59 AM
M19,50871703157,4/6/2023 10:44:59 AM
M20,51354648821,4/6/2023 10:44:59 AM
M21,53706595491,4/6/2023 10:44:59 AM
M22,54010251740,4/6/2023 10:44:59 AM
M23,50864528693,4/6/2023 10:44:59 AM
M24,57072225849,4/6/2023 10:44:59 AM
M25,51609235428,4/6/2023 10:44:59 AM
M26,52427184901,4/6/2023 10:44:59 AM
M27,58187820589,4/6/2023 10:44:59 AM
M28,54343937460,4/6/2023 10:44:59 AM
M29,57165516396,4/6/2023 10:44:59 AM
M30,49307001273,4/6/2023 10:44:59 AM
M31,51403306476,4/6/2023 10:44:59 AM
M32,50905658494,4/6/2023 10:44:59 AM
M33,52642970151,4/6/2023 10:44:59 AM
M34,44228229734,4/6/2023 10:44:59 AM
M35,48822800235,4/6/2023 10:44:59 AM
M36,57816236584,4/6/2023 10:44:59 AM
M37,50898524033,4/6/2023 10:44:59 AM
M38,55318381289,4/6/2023 10:44:59 AM
M39,48021438529,4/6/2023 10:44:59 AM
M40,57986738600,4/6/2023 10:44:59 AM
M41,52522011283,4/6/2023 10:44:59 AM
M42,47061330370,4/6/2023 10:44:59 AM
M43,46227613122,4/6/2023 10:44:59 AM
M44,57134982246,4/6/2023 10:44:59 AM
M45,52219019516,4/6/2023 10:44:59 AM
M46,52472663032,4/6/2023 10:44:59 AM
M47,53735258553,4/6/2023 10:44:59 AM
M48,58173590576,4/6/2023 10:44:59 AM
M49,49443387711,4/6/2023 10:44:59 AM
M50,49943431455,4/6/2023 10:44:59 AM
M51,56810137074,4/6/2023 10:44:59 AM
M52,48544161016,4/6/2023 10:44:59 AM
M53,53352671929,4/6/2023 10:44:59 AM
M54,55625368444,4/6/2023 10:44:59 AM
M55,51818249194,4/6/2023 10:44:59 AM
M56,56418642661,4/6/2023 10:44:59 AM
M57,45037608246,4/6/2023 10:44:59 AM
M58,49126297578,4/6/2023 10:44:59 AM
M59,53627698586,4/6/2023 10:44:59 AM
M60,58677582879,4/6/2023 10:44:59 AM
M61,43589719900,4/6/2023 10:44:59 AM
M62,52701396020,4/6/2023 10:44:59 AM
M63,45552062653,4/6/2023 10:44:59 AM
M64,52269531203,4/6/2023 10:44:59 AM
M65,55908400639,4/6/2023 10:44:59 AM
M66,59538904103,4/6/2023 10:44:59 AM
M67,56386371446,4/6/2023 10:44:59 AM
M68,55550623053,4/6/2023 10:44:59 AM
M69,61878036976,4/6/2023 10:44:59 AM
M70,45957979609,4/6/2023 10:44:59 AM
M71,52936202358,4/6/2023 10:44:59 AM
M72,50908120602,4/6/2023 10:44:59 AM
M73,50655631691,4/6/2023 10:44:59 AM
M74,51015478828,4/6/2023 10:44:59 AM
M75,53828692293,4/6/2023 10:44:59 AM
M76,54463517213,4/6/2023 10:44:59 AM
M77,49840478287,4/6/2023 10:44:59 AM
M78,51158869901,4/6/2023 10:44:59 AM
M79,47755714148,4/6/2023 10:44:59 AM
M80,54172417768,4/6/2023 10:44:59 AM
M81,58765549417,4/6/2023 10:44:59 AM
M82,51783251810,4/6/2023 10:44:59 AM
M83,52499359404,4/6/2023 10:44:59 AM
M84,53395172895,4/6/2023 10:44:59 AM
M85,43435331262,4/6/2023 10:44:59 AM
M86,52094298834,4/6/2023 10:44:59 AM
M87,49897463780,4/6/2023 10:44:59 AM
M88,48996682256,4/6/2023 10:44:59 AM
M89,51336696303,4/6/2023 10:44:59 AM
M90,46710311706,4/6/2023 10:44:59 AM
M91,51424435396,4/6/2023 10:44:59 AM
M92,60590654122,4/6/2023 10:44:59 AM
M93,52012233327,4/6/2023 10:44:59 AM
M94,48210826196,4/6/2023 10:44:59 AM
M95,50731257143,4/6/2023 10:44:59 AM
M96,55875759552,4/6/2023 10:44:59 AM
M97,58209671235,4/6/2023 10:44:59 AM
M98,55321628180,4/6/2023 10:44:59 AM
M99,48065403859,4/6/2023 10:44:59 AM
M100,52079552028,4/6/2023 10:44:59 AM
M101,52629576533,4/6/2023 10:44:59 AM
M102,44662563070,4/6/2023 10:44:59 AM
M103,52146961570,4/6/2023 10:44:59 AM
M104,50143395280,4/6/2023 10:44:59 AM
M105,50961135532,4/6/2023 10:44:59 AM
M106,49818320293,4/6/2023 10:44:59 AM
M107,50192513149,4/6/2023 10:44:59 AM
M108,50765661991,4/6/2023 10:44:59 AM
M109,57941152871,4/6/2023 10:44:59 AM
M110,58843981882,4/6/2023 10:44:59 AM
M111,52951840975,4/6/2023 10:44:59 AM
M112,47703285421,4/6/2023 10:44:59 AM
